CommitHash,Author,Date,Message,FilesChanged
2daa7b52a78984ab5e66358052fc8dfe93e251bd,dependabot[bot],2024-04-01T17:00:20+00:00,"Bump actions/setup-python from 5.0.0 to 5.1.0

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.0.0 to 5.1.0.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/0a5c61591373683505ea898e09a3ea4f39ef2b9c...82c7e631bb3cdc910f68e0081d67478d79c6982d)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>","['.github/workflows/lint.yml', '.github/workflows/run-tests.yml']"
8dd3b26bf59808de24fd654699f592abf6de581e,Ian Stapleton Cordasco,2024-03-18T16:38:16-05:00,"Merge pull request #6302 from flysee/main

Fix the proxy_bypass_registry function all returning true in some cases.",[]
13d892bdbe9a2aa374959a166e8067c35253705d,flysee,2024-03-18T22:33:17+08:00,Additional should_bypass_proxies function test cases,"['src/requests/utils.py', 'tests/test_utils.py']"
1604e20fc87ce212cf3a02474a6d7509b640cbbb,flysee,2024-03-18T15:36:36+08:00,Fix the proxy_bypass_registry function all returning true in some cases.,['src/requests/utils.py']
eeafb6ab3a54ab01cbf864d452ea30f5fdb67ce8,Ian Stapleton Cordasco,2024-03-14T06:25:24-05:00,"Merge pull request #6662 from sigmavirus24/fix-tls-floppy

Add local TLS server",[]
a94e9b5308ffcc3d2913ab873e9810a6601a67da,Ian Stapleton Cordasco,2024-03-14T06:06:22-05:00,"Add local TLS server

This also adds certificates for testing purposes and files to make it
easy to generate/regenerate them.

This also replaces an existing test of how we utilize our pool manager
such that we don't connect to badssl.com

Finally, this adds additional context parameters for our pool manager to
account for mTLS certificates used by clients to authenticate to a
server.","['src/requests/adapters.py', 'tests/certs/README.md', 'tests/certs/expired/Makefile', 'tests/certs/expired/README.md', 'tests/certs/expired/ca/Makefile', 'tests/certs/expired/ca/ca-private.key', 'tests/certs/expired/ca/ca.cnf', 'tests/certs/expired/ca/ca.crt', 'tests/certs/expired/ca/ca.srl', 'tests/certs/expired/server/Makefile', 'tests/certs/expired/server/cert.cnf', 'tests/certs/expired/server/server.csr', 'tests/certs/expired/server/server.key', 'tests/certs/expired/server/server.pem', 'tests/certs/mtls/Makefile', 'tests/certs/mtls/README.md', 'tests/certs/mtls/client/Makefile', 'tests/certs/mtls/client/ca', 'tests/certs/mtls/client/cert.cnf', 'tests/certs/mtls/client/client.csr', 'tests/certs/mtls/client/client.key', 'tests/certs/mtls/client/client.pem', 'tests/certs/valid/ca', 'tests/certs/valid/server/Makefile', 'tests/certs/valid/server/cert.cnf', 'tests/certs/valid/server/server.csr', 'tests/certs/valid/server/server.key', 'tests/certs/valid/server/server.pem', 'tests/test_requests.py', 'tests/testserver/server.py']"
a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac,Ian Stapleton Cordasco,2024-03-11T06:21:59-05:00,"Merge pull request #6655 from sigmavirus24/fix-tls-floppy

Use TLS settings in selecting connection pool",[]
c0813a2d910ea6b4f8438b91d315b8d181302356,Ian Stapleton Cordasco,2024-03-06T11:28:13-06:00,"Use TLS settings in selecting connection pool

Previously, if someone made a request with `verify=False` then made a
request where they expected verification to be enabled to the same host,
they would potentially reuse a connection where TLS had not been
verified.

This fixes that issue.","['src/requests/adapters.py', 'tests/test_requests.py', 'tox.ini']"
eea3bbf9ac635f465ee6c9903dc57c677952dafd,Ian Stapleton Cordasco,2024-02-23T06:26:38-06:00,"Merge pull request #6562 from amkarn258/issue-6223

every chardet package maps to requests.packages.chardet.* package respectively",[]
f3f2611d832e762423f55e08899c64224902dad1,Ian Stapleton Cordasco,2024-02-23T05:30:46-06:00,"Merge pull request #6583 from EFord36/fix-broken-links

Fix broken links in docs",[]
a0e79bad059f2d0e6d3c00a2a7311acb2bef4d67,Elliot Ford,2024-02-23T10:26:21+00:00,"update broken rfc link

ietf seems appropriate here - it's used elsewhere in the requets docs in
several places.",['docs/user/advanced.rst']
0a7f662aa70d39b6c3b5c804be00af5731292550,Elliot Ford,2024-02-23T10:26:21+00:00,"Make example URL format a literal rather than an actual link

The rendered docs 'auto-link' this, which might encourage users to click
the link, even though it doesn't go anywhere.",['HISTORY.md']
5f1c3c22ff7c7bb89a4e017e3f336cbc88e189c3,Elliot Ford,2024-02-23T10:26:21+00:00,remove section with broken link to survey,['docs/user/quickstart.rst']
541aa80ca3d0ee771611bd155a5172efaa26d9da,Elliot Ford,2024-02-23T10:26:21+00:00,update urllib3 docs link,['docs/user/advanced.rst']
d3b3399ece1f76387d323983638e0838c06e88ea,Elliot Ford,2024-02-23T10:25:50+00:00,"update authors github link

Update account link for original author which has changed.",['AUTHORS.rst']
0ec2780c291107b6686996e4b38f3d63e076eda7,Elliot Ford,2024-02-23T10:25:50+00:00,update broken github pagination link,['docs/user/advanced.rst']
b8be93a721792deeadd2f498b8f77cf610e7765f,Ian Stapleton Cordasco,2024-02-22T18:53:25-06:00,"Merge pull request #6589 from bruceadams/super_len_str_utf-8

Enhance `super_len` to count encoded bytes for str",[]
3587a5f869ea7ae2ba6b20d281d810b65aa2418e,Ian Stapleton Cordasco,2024-02-22T18:49:42-06:00,"Merge pull request #6644 from sigmavirus24/bug/6643

Trim excess leading path separators",[]
60389df6d69ce833164696dcf36cbb43336d3426,Ian Stapleton Cordasco,2024-02-22T18:36:44-06:00,"Trim excess leading path separators

A URL with excess leading / (path-separator)s would cause urllib3 to
attempt to reparse the request-uri as a full URI with a host and port.
This bypasses that logic in ConnectionPool.urlopen by replacing these
leading /s with just a single /.

Closes #6643","['src/requests/adapters.py', 'tests/test_adapters.py']"
382fc2c0c6c0ef0874bc65bc1175f97c073e5086,Nate Prewitt,2024-02-22T12:27:37-08:00,"Merge pull request #6629 from Tarty/fix-6628-jsondecode-error-not-deserializable

Fix #6628 - JSONDecodeError are not deserializable",[]
7a13c041dbef42f9f3feb14110f02626f6892e9a,Nate Prewitt,2024-02-20T15:44:43-08:00,"Merge pull request #6642 from nateprewitt/drop_python_37

Drop support for CPython 3.7",[]
58cea7a7282999adafdc19a4e82e2d09207ab568,Nate Prewitt,2024-02-20T15:37:46-08:00,Drop support for CPython 3.7,"['.github/workflows/run-tests.yml', 'README.md', 'docs/community/faq.rst', 'docs/index.rst', 'requirements-dev.txt', 'setup.py', 'tox.ini']"
9439fad03848d882f68710fdb3d69eaf02ef21ca,Ian Stapleton Cordasco,2024-02-20T17:32:57-06:00,"Merge pull request #6641 from nateprewitt/fix_ci

Fix CI",[]
